제목,사건번호,선고일자,참조조문,판시사항
수사기관의압수에관한처분취소·변경기각결정에대한재항고[압수수색영장에 명시적으로 기재되어 있지 않은 휴대전화에 대한 압수수색의 적법 여부가 문제된 사건],2024모2020,2024. 9. 25.,"대한민국헌법 제12조, 형사소송법 제114조, 형사소송법 제215조, 형사소송법 제219조","법관이 압수·수색영장을 발부하면서 ‘압수할 물건’을 특정하기 위하여 기재한 문언은 엄격하게 해석해야 하는지 여부(적극) / 압수·수색영장에 기재된 ‘압수할 물건’에 휴대전화에 저장된 전자정보가 포함되어 있지 않은 경우, 그 영장으로 휴대전화에 저장된 전자정보를 압수할 수 있는지 여부(원칙적 소극)"
재심개시결정에대한재항고[형사소송법 제420조 제5호 및 제7호의 재심사유의 존부가 문제된 사건],2024모179,2024. 9. 19.,"검찰청법 제4조, 형법 제123조, 형사소송법 제199조",직권남용권리행사방해죄에서 ‘직권의 남용’에 해당하는지 판단하는 방법 및 이때 그 판단의 대상이 검사의 수사권 행사인 경우 함께 고려할 사항
도시및주거환경정비법위반[무효인 총회의결에 따라 재개발조합 조합장으로 선임된 사람의 관련 자료 미공개 및 열람·복사 불응이 문제된 사건],2023도16588,2024. 9. 13.,"도시 및 주거환경정비법 제41조, 도시 및 주거환경정비법 제45조, 도시 및 주거환경정비법 제124조, 도시 및 주거환경정비법 제138조, 도시 및 주거환경정비법 시행령 제94조","[1] 정비사업의 시행과 관련된 서류와 자료를 공개해야 할 의무 등을 규정하고 이를 위반하는 행위를 처벌하는 구 도시 및 주거환경정비법 제124조 제1항, 제4항, 제138조 제1항 제7호의 입법 취지
  [2] 조합 총회의 의결을 거쳐 조합임원으로 선임된 후 그 권한을 실제로 행사하는 사람은 구 도시 및 주거환경정비법 제138조 제1항 제7호 위반죄의 주체가 되는지 여부(적극) 및 그를 조합임원으로 선임한 총회의 의결이 나중에 무효로 확정된 경우, 그 이전에 이루어진 위 범죄의 성립이 소급하여 부정되는지 여부(소극)
  [3] 구 도시 및 주거환경정비법 제124조 제1항 각호에 규정된 서류나 관련 자료가 작성되어 존재한 바가 없는 경우, 조합임원 등에 대한 구 도시 및 주거환경정비법 제124조 제1항 위반죄가 성립할 수 있는지 여부(소극)
  [4] 구 도시 및 주거환경정비법 제124조 제2항, 도시 및 주거환경정비법 시행령 제94조 제2항을 근거로 조합임원 등이 매 분기가 끝나는 달의 다음 달 15일까지 구 도시 및 주거환경정비법 제124조 제1항에서 정한 서류 및 관련 자료의 작성을 마치고 이를 공개할 의무를 부담한다고 할 수 있는지 여부(소극)
  [5] 구 도시 및 주거환경정비법 제124조 제4항이 15일의 시한을 두고 있는 취지 / 열람·복사 요청 당시 현존하지 않는 서류나 자료에 대한 열람·복사 요청에 응하지 않은 경우, 위 조항을 위반한 것인지 여부(소극) 및 열람·복사 요청 이후 15일의 시한이 경과하기 전에 해당 서류나 자료가 작성된 경우에도 마찬가지인지 여부(적극)"
도시및주거환경정비법위반[재건축조합 추진위원회 위원장이 토지등소유자의 열람·복사 요청에 불응한 사건],2021도14485,2024. 9. 12.,"도시 및 주거환경정비법 제124조, 도시 및 주거환경정비법 제138조, 도시 및 주거환경정비법 시행규칙 제22조","[1] 정비사업의 시행과 관련된 서류와 자료를 공개해야 할 의무 등을 규정하고 이를 위반하는 행위를 처벌하는 구 도시 및 주거환경정비법 제124조 제1항, 제4항, 제138조 제1항 제7호의 입법 취지
  [2] 구 도시 및 주거환경정비법 혹은 그 위임에 따른 시행령에 별도의 규정 없이 공개 필요성이 있다는 이유만으로 구 도시 및 주거환경정비법 제124조 제1항에서 말하는 ‘관련 자료’에 해당한다고 할 수 있는지 여부(소극) 및 위 조항 각호의 서류가 작성되지 않았는데도, 해당 서류의 관련 자료에 해당한다는 이유로 공개 대상이 된다고 볼 수 있는지 여부(소극)
  [3] 조합이나 추진위원회가 정비사업 시행에 관하여 작성하거나 취득하는 등으로 보관하고 있는 서류와 관련 자료에 관하여 조합원, 토지 등 소유자가 열람·복사를 요청할 경우, 조합설립추진위원회 위원장 또는 사업시행자가 그 요청에 따라야 하는지 여부(원칙적 적극) 및 열람·복사 대상인 서류나 관련 자료가 공공기관의 정보공개에 관한 법률에서 정한 비공개 대상에 해당하는 경우에도 마찬가지인지 여부(적극) 
  [4] 재건축정비사업 추진위원회의 추진위원장인 피고인이 토지 등 소유자인 甲이 이메일로 발송한 ‘법무사 입찰업체의 정관제안서 비교자료의 열람·복사 신청서’를 수신하였음에도 15일 이내에 열람·복사 요청에 따르지 않았다는 공소사실로 기소된 사안에서, 위 자료가 구 도시 및 주거환경정비법 제124조 제4항에서 말하는 ‘정비사업 시행에 관한 서류와 관련 자료’에 해당하는 것이 명백하다는 이유로, 공소사실을 유죄로 인정한 사례"
마약류관리에관한법률위반(향정)·범인도피[마약류 관리에 관한 법률 제40조의2 제2항에 따른 수강명령 또는 이수명령 대상인 ‘마약류사범’의 의미가 문제된 사건],2024도5033,2024. 9. 12.,"마약류 관리에 관한 법률 제40조의2, 형법 제30조","마약류 관리에 관한 법률 제40조의2 제2항에 따른 수강명령 또는 이수명령 대상인 ‘마약류사범’의 의미(=마약류를 스스로 투약, 흡연 또는 섭취함으로써 마약류에 직접 노출된 사람) 및 직접 마약류를 투약, 흡연 또는 섭취하지 않은 사람이 같은 법 위반죄에 관한 공범으로 처벌을 받는 경우, 여기서의 마약류사범에 해당하는지 여부(소극)"
사기[법원이 해외에 체류 중인 사람에 대하여 선서 없이 인터넷 화상장치로 진술을 청취한 경우 그 진술 녹음파일과 녹취서의 증거능력이 문제된 사건],2020도14843,2024. 9. 12.,"대한민국헌법 제12조, 대한민국헌법 제27조, 형사소송법 제150조의2, 형사소송법 제151조, 형사소송법 제156조, 형사소송법 제157조, 형사소송법 제158조, 형사소송법 제160조, 형사소송법 제161조의2, 형사소송법 제165조, 형사소송법 제165조의2, 형사소송법 제275조, 형사소송법 제307조, 형사소송법 제318조","형사소송법이 증인 등 인증(人證), 증거서류와 증거물 및 그 밖의 증거를 구분한 다음 각각의 증거방법에 대한 증거조사 방식을 개별적·구체적으로 규정하고, 특히 증인에 대한 증거조사를 ‘신문’의 방식으로 하면서 엄격한 절차 규정을 둔 취지 / 형사소송법에서 정한 절차와 방식에 따른 증인신문절차를 거치지 아니한 채 증인에 대하여 선서 없이 법관이 임의의 방법으로 청취한 진술과 그 진술의 형식적 변형에 불과한 증거(녹음파일 등)의 증거능력 유무(소극) 및 이는 피고인이나 변호인이 그러한 절차 진행에 동의하였거나 사후에 그와 같은 증거조사 결과에 대하여 이의를 제기하지 아니하고 그 녹음파일 등을 증거로 함에 동의하였더라도 마찬가지인지 여부(적극)"
아동학대범죄의처벌등에관한특례법위반(아동복지시설종사자등의아동학대가중처벌)[교사의 훈육 목적 행위가 ‘정서적 학대행위’에 해당하는지 여부 등이 문제된 사건],2020도12920,2024. 9. 12.,"아동복지법 제17조, 아동복지법 제71조, 형법 제20조","학교 교사가 훈육 또는 지도 목적으로 한 행위라도 정신적 폭력이나 가혹행위로서 아동인 학생의 정신건강 또는 복지를 해치거나 정신건강의 정상적 발달을 저해할 정도 혹은 그러한 결과를 초래할 위험을 발생시킬 정도에 이른 경우, 구 아동복지법 제17조 제5호에서 금지하는 ‘정서적 학대행위’에 해당하는지 여부(한정 적극) / 교사의 위와 같은 행위가 사회상규에 위배되지 아니하는 경우로서 위법성이 조각되는지 판단하는 기준"
주택법위반[지역주택조합 추진위원회 위원장의 관련 자료 미공개가 문제된 사건],2021도14712,2024. 9. 12.,"대한민국헌법 제12조, 주택법 제12조, 주택법 제104조, 주택법 시행령 제25조, 형법 제1조","[1] 죄형법정주의에 따른 형벌법규 해석 원칙
  [2] 주택조합사업의 시행에 관한 서류 및 관련 자료를 공개해야 할 의무와 조합 구성원의 열람·복사 요청에 응할 의무를 규정하고 이를 위반하는 행위를 처벌하는 구 주택법 제12조 제1항, 제2항, 제104조 제2호, 제3호의 입법 취지
  [3] 구 주택법 제12조 제1항 각호에 규정된 서류나 관련 자료가 작성되어 존재한 바 없는 경우, 그 미공개로 인한 구 주택법 제12조 제1항 위반죄가 성립하는지 여부(소극)
  [4] 구 주택법 제12조 제1항 각호와 그 위임에 따른 구 주택법 시행령 제25조 각호에 열거된 서류에 해당하는지 판단하는 기준
  [5] 구 주택법 제12조 제1항 각호와 그 위임에 따른 구 주택법 시행령 제25조 각호에 열거된 서류의 ‘관련 자료’의 범위"
비용보상청구일부인용결정에대한재항고[형사소송법 제194조의2 제2항 제1호에서 정한 무죄판결 확정 후 비용보상의 소극적 요건 해당 여부 및 비용보상의 절차규정 준수 여부가 문제된 사건],2023모1766,2024. 9. 10.,"대한민국헌법 제28조, 형사보상 및 명예회복에 관한 법률 제14조, 형사소송법 제194조의2, 형사소송법 제194조의5","피고인이었던 사람에 대하여 무죄판결이 확정되었으나 그 사람이 수사 또는 재판을 그르칠 목적으로 거짓 자백을 하거나 다른 유죄의 증거를 만들어 기소된 것으로 인정된 경우, 그 재판에 소요된 비용의 보상청구에 대하여 법원은 검사와 청구인의 의견을 들은 후 결정하여야 하는지 여부(적극) / 이때 비용보상청구의 전부 또는 일부를 기각하기 위한 요건 중 ‘수사 또는 재판을 그르칠 목적’을 인정할 때 유의할 점 및 그에 대한 증명책임 소재(=형사보상청구권을 제한하고자 하는 측)"
개인정보보호법위반[정보주체의 동의 없이 유통되는 개인정보를 매입하는 행위가 「개인정보 보호법」 제70조 제2호의 ‘거짓이나 그 밖의 부정한 수단이나 방법’으로 다른 사람이 처리하고 있는 개인정보를 취득한 것인지 여부가 문제된 사건],2022도16324,2024. 8. 29.,개인정보 보호법 제70조,개인정보 보호법 제70조 제2호에서 정한 ‘거짓이나 그 밖의 부정한 수단이나 방법’의 의미 / 여기에 개인정보 제공에 관한 의사결정에 영향을 미칠 수 있는 적극적 또는 소극적 행위는 물론 해킹과 같이 다른 사람의 의사결정과 무관하게 그 자체로 위계 기타 사회통념상 부정한 방법이라고 인정되는 행위도 포함되는지 여부(적극)
개인정보보호법위반[개인정보를 처리하거나 처리하였던 자가 CCTV 영상을 재생하여 시청할 수 있도록 해준 경우 그 영상을 시청한 행위를 ‘개인정보를 제공받은 행위’로 볼 수 있는지 여부가 문제된 사건],2020도18397,2024. 8. 23.,"개인정보 보호법 제59조, 개인정보 보호법 제71조","구 개인정보 보호법 제71조 제5호 후단의 ‘개인정보를 제공받은 자’에 해당하는지 판단하는 기준 / 영상정보처리기기에 의하여 촬영된 개인의 초상, 신체의 모습과 위치정보 등과 관련한 영상의 형태로 존재하는 개인정보를 시청하는 등의 방식으로 영상에 포함된 특정하고 식별할 수 있는 살아있는 개인에 관한 정보를 지득함으로써 지배·관리권을 이전받은 경우, 구 개인정보 보호법 제71조 제5호 후단의 ‘개인정보를 제공받은 자’에 해당하는지 여부(적극)"
